Q,I_Q
0.2246795820589612,0.18951498
0.299304445261821,-0.23848976
0.3739293084646807,-0.22014248
0.4485541716675404,-0.0861311
0.5231790348704002,-0.03678413
0.59780389807326,-0.06309041
0.6724287612761197,-0.091162644
0.7470536244789794,-0.094781406
0.8216784876818392,-0.088081986
0.8963033508846989,-0.08321044
0.9709282140875587,-0.08092263
1.0455530772904185,-0.08055127
1.1201779404932781,-0.0825172
1.1948028036961378,-0.08519356
1.2694276668989977,-0.08575411
1.3440525301018575,-0.08367505
1.418677393304717,-0.08132161
1.4933022565075769,-0.08099609
1.5679271197104367,-0.082341656
1.6425519829132962,-0.08319549
1.717176846116156,-0.0823849
1.791801709319016,-0.08064497
1.8664265725218754,-0.07904351
1.9410514357247353,-0.077704534
2.015676298927595,-0.07616634
2.0903011621304546,-0.074002214
2.1649260253333145,-0.070872016
2.2395508885361743,-0.06662268
2.314175751739034,-0.06149086
2.3888006149418937,-0.055802763
2.4634254781447535,-0.049440257
2.538050341347613,-0.041886095
2.612675204550473,-0.032819398
2.6873000677533327,-0.022534296
2.761924930956192,-0.011794397
2.836549794159052,-0.0013657722
2.911174657361912,0.008261532
2.9857995205647714,0.016706057
3.0604243837676313,0.023422854
3.135049246970491,0.027822545
3.209674110173351,0.029645566
3.2842989733762105,0.029052084
3.3589238365790703,0.0264193
3.4335486997819302,0.022294104
3.5081735629847897,0.017490532
3.5827984261876495,0.012890173
3.6574232893905094,0.008983743
3.732048152593369,0.0057269624
3.8066730157962287,0.0028963492
3.8812978789990886,0.00045928356
3.955922742201948,-0.0014352471
4.030547605404808,-0.0026615409
4.105172468607668,-0.003193262
4.179797331810527,-0.0030502544
4.254422195013388,-0.0022616636
4.329047058216247,-0.0008454676
4.4036719214191065,0.0012213166
4.478296784621967,0.0039594257
4.552921647824826,0.0072824094
4.627546511027686,0.011009761
4.702171374230546,0.0150191765
4.776796237433405,0.019289954
4.851421100636265,0.023738675
4.926045963839125,0.028100844
5.000670827041985,0.032044057
5.075295690244844,0.03534146
5.149920553447704,0.037899993
5.224545416650564,0.03968846
5.299170279853423,0.040667996
5.373795143056284,0.040746104
5.448420006259143,0.039816108
5.5230448694620025,0.037907068
5.597669732664863,0.03524585
5.672294595867722,0.03207765
5.746919459070582,0.028488027
5.821544322273442,0.024517914
5.896169185476301,0.020372614
5.970794048679161,0.016343368
6.045418911882021,0.012553973
6.120043775084881,0.008953544
6.194668638287741,0.005553736
6.2692935014906,0.002510986
6.34391836469346,-5.4686898e-05
6.41854322789632,-0.0021943382
6.49316809109918,-0.0040394682
6.567792954302039,-0.0056592044
6.642417817504899,-0.0070393127
6.717042680707759,-0.008145955
6.791667543910618,-0.008988149
6.8662924071134785,-0.009646213
6.940917270316338,-0.010231884
7.015542133519197,-0.010794956
7.090166996722058,-0.011298136
7.164791859924917,-0.011718843
7.239416723127777,-0.012136755
7.314041586330637,-0.012669303
7.388666449533496,-0.01334995
7.463291312736356,-0.014120715
7.537916175939216,-0.014916734
7.612541039142076,-0.01570231
7.687165902344935,-0.016445728
7.761790765547795,-0.01712205
7.836415628750655,-0.017739918
7.911040491953514,-0.018313825
7.9856653551563745,-0.018800752
8.060290218359235,-0.01910407
8.134915081562093,-0.01915666
8.209539944764954,-0.018976955
8.284164807967814,-0.018630696
8.358789671170673,-0.018155748
8.433414534373533,-0.017536258
8.508039397576393,-0.016734097
8.582664260779252,-0.015729977
8.657289123982112,-0.014544514
8.731913987184972,-0.013231713
8.806538850387831,-0.011840984
8.881163713590691,-0.010380759
8.955788576793552,-0.008842934
9.03041343999641,-0.0072647613
9.10503830319927,-0.005716073
9.17966316640213,-0.0042076847
9.25428802960499,-0.0026828584
9.32891289280785,-0.0011449212
9.40353775601071,0.00028177773
