Q,I_Q
5.373795143056284,0.04094437
5.448420006259143,0.040166702
5.5230448694620025,0.0381683
5.597669732664863,0.035256866
5.672294595867722,0.03186799
5.746919459070582,0.028189855
5.821544322273442,0.024247143
5.896169185476301,0.020147596
5.970794048679161,0.01611229
6.045418911882021,0.01234127
6.120043775084881,0.00891593
6.194668638287741,0.0058090654
6.2692935014906,0.0029720645
6.34391836469346,0.00039737
6.41854322789632,-0.0019205229
6.49316809109918,-0.004019044
6.567792954302039,-0.005875568
6.642417817504899,-0.007345548
6.717042680707759,-0.008331701
6.791667543910618,-0.008990346
6.8662924071134785,-0.009620541
6.940917270316338,-0.010333885
7.015542133519197,-0.010965382
7.090166996722058,-0.011347659
7.164791859924917,-0.011563863
7.239416723127777,-0.011874827
7.314041586330637,-0.012467691
7.388666449533496,-0.013319286
7.463291312736356,-0.014252352
7.537916175939216,-0.015089936
7.612541039142076,-0.015790785
7.687165902344935,-0.01645589
7.761790765547795,-0.017184377
7.836415628750655,-0.017932156
7.911040491953514,-0.018540435
7.9856653551563745,-0.018886764
8.060290218359235,-0.018981077
8.134915081562093,-0.018933838
8.209539944764954,-0.01884511
8.284164807967814,-0.018693397
8.358789671170673,-0.018331006
8.433414534373533,-0.017635426
8.508039397576393,-0.016656376
8.582664260779252,-0.015550046
8.657289123982112,-0.014389717
8.731913987184972,-0.013133513
8.806538850387831,-0.011762688
8.881163713590691,-0.010331354
8.955788576793552,-0.008862616
9.03041343999641,-0.007312823
9.10503830319927,-0.0056833727
9.17966316640213,-0.004072225
9.25428802960499,-0.0025584016
9.32891289280785,-0.0011175309
9.40353775601071,0.00027636156
9.478162619213569,0.0015359332
9.552787482416429,0.0025537799
9.62741234561929,0.0033789303
9.702037208822148,0.004176713
9.776662072025008,0.0049953912
9.851286935227868,0.005684962
9.925911798430727,0.0060928795
10.000536661633587,0.0062434454
10.075161524836448,0.0062698987
10.149786388039306,0.006261539
10.224411251242167,0.0062429504
10.299036114445027,0.0062217335
10.373660977647885,0.006181931
10.448285840850746,0.0060838275
10.522910704053606,0.005923493
10.597535567256465,0.0057521947
10.672160430459325,0.005617122
10.746785293662185,0.0055341735
10.821410156865044,0.0055197263
10.896035020067904,0.0055815834
10.970659883270764,0.00568003
11.045284746473623,0.005771174
11.119909609676483,0.0058883685
11.194534472879344,0.0061078966
11.269159336082202,0.0064309365
11.343784199285063,0.0067685484
11.418409062487923,0.007057166
11.493033925690781,0.0073331245
11.567658788893642,0.007664641
11.642283652096502,0.008035906
11.71690851529936,0.0083318
11.791533378502221,0.00845486
11.866158241705081,0.008446131
11.94078310490794,0.0084435735
12.0154079681108,0.008497061
12.09003283131366,0.008481706
12.16465769451652,0.008259654
12.23928255771938,0.007884951
12.31390742092224,0.0075462577
12.3885322841251,0.007305995
12.463157147327959,0.0070053134
12.537782010530819,0.0064748377
12.61240687373368,0.0057506952
12.687031736936538,0.0050084083
12.761656600139398,0.004353832
12.836281463342258,0.0037730543
12.910906326545117,0.0032323818
12.985531189747977,0.0027075927
13.060156052950838,0.0021389376
13.134780916153696,0.0014801129
13.209405779356556,0.0007902027
13.284030642559417,0.00017040347
13.358655505762275,-0.00038162098
13.433280368965136,-0.00094632735
13.507905232167996,-0.0015306056
13.582530095370855,-0.00206429
13.657154958573715,-0.0025375218
13.731779821776575,-0.003018546
13.806404684979434,-0.0035386102
13.881029548182294,-0.004070295
13.955654411385154,-0.0046093855
14.030279274588013,-0.0051701
14.104904137790873,-0.0057108216
14.179529000993734,-0.0061662393
14.254153864196592,-0.0065461784
14.328778727399452,-0.0069192545
14.403403590602313,-0.0073118214
14.478028453805171,-0.0076933913
14.552653317008032,-0.008042689
14.627278180210892,-0.008364427
14.70190304341375,-0.008656907
14.77652790661661,-0.0089125745
14.851152769819471,-0.009133942
14.92577763302233,-0.009313829
15.00040249622519,-0.009423521
15.07502735942805,-0.009451313
15.149652222630909,-0.009426095
15.22427708583377,-0.009371545
15.29890194903663,-0.009262068
15.373526812239488,-0.009056762
15.448151675442348,-0.008755735
15.522776538645209,-0.008386874
15.597401401848067,-0.007951631
15.672026265050928,-0.0074252654
15.746651128253788,-0.0068128426
15.821275991456647,-0.006170038
15.895900854659507,-0.0055496516
15.970525717862367,-0.004939612
16.045150581065226,-0.004271969
16.119775444268086,-0.0034996266
16.194400307470946,-0.0026534444
16.269025170673807,-0.001802956
16.343650033876667,-0.0009680253
16.418274897079524,-0.00011499205
16.492899760282384,0.00074833416
16.567524623485244,0.0015407007
16.642149486688105,0.002217396
16.716774349890965,0.002853789
16.791399213093825,0.0035494666
16.866024076296682,0.0042872126
16.940648939499543,0.0049568624
17.015273802702403,0.0054947995
17.089898665905263,0.0059367255
17.164523529108124,0.006347432
17.239148392310984,0.006753803
17.31377325551384,0.0071429973
17.3883981187167,0.0074822814
17.46302298191956,0.0077324137
17.53764784512242,0.007870199
17.612272708325282,0.007918337
17.686897571528142,0.007944453
17.761522434731,0.008003981
17.83614729793386,0.008073071
17.91077216113672,0.008064854
17.98539702433958,0.00793415
18.06002188754244,0.007736795
18.1346467507453,0.0075543257
18.209271613948157,0.0073919324
18.283896477151018,0.007190721
18.358521340353878,0.0069106757
18.43314620355674,0.0065564075
18.5077710667596,0.006148184
18.58239592996246,0.005717947
18.657020793165316,0.005315971
18.731645656368176,0.0049676155
18.806270519571036,0.0046242895
18.880895382773897,0.00420315
18.955520245976757,0.0036859468
19.030145109179617,0.0031408865
19.104769972382474,0.002631397
19.179394835585335,0.0021451688
19.254019698788195,0.0016437551
19.328644561991055,0.0011371948
19.403269425193916,0.00065630354
19.477894288396776,0.00018685819
19.552519151599636,-0.00030290114
19.627144014802493,-0.00079699396
19.701768878005353,-0.001260973
19.776393741208214,-0.0017057204
19.851018604411074,-0.0021506473
19.925643467613934,-0.0025606358
20.000268330816795,-0.0029017825
20.07489319401965,-0.0032227077
20.14951805722251,-0.0035886953
20.224142920425372,-0.0039643543
20.298767783628232,-0.0042562853
20.373392646831093,-0.004453513
20.448017510033953,-0.0046326877
20.52264237323681,-0.004828
20.59726723643967,-0.0049837735
20.67189209964253,-0.0050536143
20.74651696284539,-0.005076103
20.82114182604825,-0.005115568
20.89576668925111,-0.00517172
20.970391552453968,-0.0051923073
21.04501641565683,-0.005154815
21.11964127885969,-0.005089351
21.19426614206255,-0.0050225426
21.26889100526541,-0.0049429988
21.34351586846827,-0.0048337323
21.418140731671127,-0.0047013103
21.492765594873987,-0.0045575546
21.567390458076847,-0.0044035576
21.642015321279708,-0.0042430237
21.716640184482568,-0.0040817508
21.791265047685428,-0.0039087585
21.865889910888285,-0.0037091705
21.940514774091145,-0.0034966902
22.015139637294006,-0.003300992
22.089764500496866,-0.0031234168
22.164389363699726,-0.0029342743
22.239014226902587,-0.002712438
22.313639090105443,-0.0024667012
22.388263953308304,-0.0022239718
22.462888816511164,-0.0020073464
22.537513679714024,-0.0018125423
22.612138542916885,-0.0016035425
22.686763406119745,-0.0013527494
22.7613882693226,-0.0010805939
22.836013132525462,-0.0008261609
22.910637995728322,-0.000589012
22.985262858931183,-0.0003380938
23.059887722134043,-6.7463036e-05
23.134512585336903,0.0002002079
23.20913744853976,0.0004588734
23.28376231174262,0.00072668487
23.35838717494548,0.0010127951
23.43301203814834,0.0013099108
23.5076369013512,0.001611528
23.58226176455406,0.0019077532
23.65688662775692,0.0021774042
23.73151149095978,0.0024134412
23.80613635416264,0.0026429384
23.8807612173655,0.002894071
23.95538608056836,0.0031553628
24.03001094377122,0.0033938705
24.10463580697408,0.0036031476
24.179260670176937,0.0038063775
24.253885533379798,0.004016074
24.328510396582658,0.004215071
24.40313525978552,0.0043805996
24.47776012298838,0.0045095826
24.55238498619124,0.0046144235
24.627009849394096,0.0047061825
24.701634712596956,0.004787505
24.776259575799816,0.0048514516
24.850884439002677,0.004881773
24.925509302205537,0.004865401
25.000134165408397,0.0048111095
25.074759028611254,0.004744421
25.149383891814114,0.004677764
25.224008755016975,0.0045982916
25.298633618219835,0.0044892435
25.373258481422695,0.0043452275
25.447883344625556,0.004161264
25.522508207828412,0.003931244
25.597133071031273,0.0036689444
25.671757934234133,0.0034065093
25.746382797436993,0.0031564243
25.821007660639854,0.0028949105
25.895632523842714,0.00259619
25.97025738704557,0.0022627357
26.04488225024843,0.0019093731
26.11950711345129,0.0015408726
26.194131976654152,0.001160807
26.268756839857012,0.0007799857
26.343381703059872,0.00039749706
26.41800656626273,-6.438521e-06
26.49263142946559,-0.00043767566
26.56725629266845,-0.0008650118
26.64188115587131,-0.0012531357
26.71650601907417,-0.0016080835
26.79113088227703,-0.001968145
26.865755745479888,-0.002354896
26.940380608682748,-0.0027504098
27.01500547188561,-0.0031209171
27.08963033508847,-0.0034508214
27.16425519829133,-0.003751705
27.23888006149419,-0.0040400852
27.313504924697046,-0.0043096277
27.388129787899906,-0.0045385333
27.462754651102767,-0.00472874
27.537379514305627,-0.0049127075
27.612004377508487,-0.005103961
27.686629240711348,-0.0052677784
27.761254103914204,-0.0053646085
27.835878967117065,-0.005395756
27.910503830319925,-0.005383485
27.985128693522785,-0.0053376183
28.059753556725646,-0.0052653817
28.134378419928506,-0.0051798336
28.209003283131363,-0.005075871
28.283628146334223,-0.0049312147
28.358253009537083,-0.0047452785
28.432877872739944,-0.0045396164
28.507502735942804,-0.004313289
28.582127599145664,-0.0040424834
28.65675246234852,-0.0037306282
28.73137732555138,-0.0034129294
28.806002188754242,-0.0031027147
28.880627051957102,-0.0027727159
28.955251915159963,-0.0023990416
29.029876778362823,-0.0019955293
29.104501641565683,-0.0015964985
29.17912650476854,-0.0012190915
29.2537513679714,-0.00084706995
29.32837623117426,-0.00045460154
29.40300109437712,-4.870234e-05
29.47762595757998,0.00032954547
29.55225082078284,0.00065956515
29.6268756839857,0.0009728077
29.70150054718856,0.0013093963
29.77612541039142,0.0016689352
29.85075027359428,0.0020232862
29.92537513679714,0.0023486959
30.0,0.0026286917
